word,speaker,filename
бориум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бориум.wav
боровинка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-боровинка.wav
боровница,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-боровница.wav
босилек,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-босилек.wav
ботаника,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ботаника.wav
боја,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-боја.wav
бојкот,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бојкот.wav
бојмија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Бојмија.wav
бравар,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бравар.wav
брада,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брада.wav
брадавица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брадавица.wav
бразда,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бразда.wav
брак,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брак.wav
бран,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бран.wav
брана,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брана.wav
брат,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брат.wav
братство,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-братство.wav
брашно,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брашно.wav
браќа,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-браќа.wav
брег,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брег.wav
бреза,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бреза.wav
бременост,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бременост.wav
брест,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брест.wav
брз,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брз.wav
брзина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брзина.wav
брзозборка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брзозборка.wav
брзозборки,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Брзозборки.wav
брич,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брич.wav
бричи,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бричи.wav
брод,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брод.wav
бродолом,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бродолом.wav
брои,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брои.wav
бром,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бром.wav
бронза,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бронза.wav
број,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-број.wav
брутален,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-брутален.wav
бршлен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бршлен.wav
буба,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-буба.wav
бубашваба,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бубашваба.wav
бубрег,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бубрег.wav
був,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-був.wav
бугарски,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бугарски.wav
будалест,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-будалест.wav
будизам,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-будизам.wav
будилник,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-будилник.wav
будистички,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-будистички.wav
бука,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бука.wav
буква,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-буква.wav
буквар со читанка,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Буквар со читанка.wav
буковик,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Буковик.wav
буковиќ,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Буковиќ.wav
бура,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-бура.wav
бушева планина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Бушева Планина.wav
в,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-в.wav
вагон,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вагон.wav
важен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-важен.wav
важност,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-важност.wav
ваза,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ваза.wav
вакуум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вакуум.wav
вакцина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вакцина.wav
вампир,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вампир.wav
ванадиум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ванадиум.wav
ванила,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ванила.wav
вардарија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Вардарија.wav
вари,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вари.wav
вата,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вата.wav
вдовица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вдовица.wav
вегетаријанец,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вегетаријанец.wav
век,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-век.wav
велосипед,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-велосипед.wav
вера,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вера.wav
верверица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-верверица.wav
верен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-верен.wav
верува,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-верува.wav
весник,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-весник.wav
ветар,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ветар.wav
ветер,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ветер.wav
ветерница,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ветерница.wav
вечер,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вечер.wav
вечера,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вечера.wav
веѓа,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-веѓа.wav
видра,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-видра.wav
википедија на македонски јазик,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Википедија на македонски јазик.wav
вила,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вила.wav
вилино коњче,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вилино коњче.wav
вилица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вилица.wav
виме,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-виме.wav
вино,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вино.wav
виножито,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-виножито.wav
виолина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-виолина.wav
виолончело,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-виолончело.wav
вир,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вир.wav
вирус,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вирус.wav
висок,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-висок.wav
вистина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вистина.wav
витез,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-витез.wav
вишешница,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Вишешница.wav
виљушка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-виљушка.wav
влаина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Влаина.wav
влакно,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-влакно.wav
влахомеглен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Влахомеглен.wav
внатре,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-внатре.wav
во,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-во.wav
вода,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вода.wav
водно,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Водно.wav
водоводџија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-водоводџија.wav
водопад,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-водопад.wav
водород,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-водород.wav
воз,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-воз.wav
возач,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-возач.wav
воздух,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-воздух.wav
возраст,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-возраст.wav
вокатив,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вокатив.wav
вол,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вол.wav
волк,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-волк.wav
волна,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-волна.wav
волумен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-волумен.wav
волфрам,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-волфрам.wav
волја,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-волја.wav
восок,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-восок.wav
вотка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вотка.wav
вошка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вошка.wav
војна,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-војна.wav
војник,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-војник.wav
врабец,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-врабец.wav
врана,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-врана.wav
врат,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-врат.wav
врата,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-врата.wav
вратоврска,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вратоврска.wav
врба,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-врба.wav
време,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-време.wav
врколак,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-врколак.wav
вртипоп,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вртипоп.wav
вторник,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вторник.wav
вулкан,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вулкан.wav
вчера,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-вчера.wav
габа,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-габа.wav
гавран,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гавран.wav
гадолиниум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гадолиниум.wav
газ,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-газ.wav
газела,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-газела.wav
галаксија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-галаксија.wav
галеб,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-галеб.wav
галиум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-галиум.wav
галицизам,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Галицизам.wav
галичица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Галичица.wav
галичички езера,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Галичички езера.wav
гас,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гас.wav
гасеница,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гасеница.wav
ген,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ген.wav
генерал,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-генерал.wav
геноцид,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-геноцид.wav
географија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-географија.wav
географска распространетост на македонскиот јазик,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Географска распространетост на македонскиот јазик.wav
геолог,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-геолог.wav
геометрија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-геометрија.wav
герман (планина),Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Герман (планина).wav
германиум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-германиум.wav
германски,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-германски.wav
гитара,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гитара.wav
глава,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-глава.wav
главен град,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-главен град.wav
главоболие,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-главоболие.wav
главоболка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-главоболка.wav
глагол,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-глагол.wav
глаголица,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-глаголица.wav
глад,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-глад.wav
гладен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гладен.wav
глас,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-глас.wav
глина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-глина.wav
глог,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-глог.wav
глув,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-глув.wav
глумец,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-глумец.wav
глушец,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-глушец.wav
гнездо,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гнездо.wav
гнида,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гнида.wav
говор,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-говор.wav
година,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-година.wav
годишнина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-годишнина.wav
гол,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гол.wav
голак,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Голак.wav
голем,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-голем.wav
голешница,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Голешница.wav
голман,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-голман.wav
голо брдо,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Голо Брдо.wav
голјак,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Голјак.wav
гора,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Гора.wav
гориво,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гориво.wav
горила,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-горила.wav
горица (планина),Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Горица (планина).wav
горна река,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Горна Река.wav
горчлив,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-горчлив.wav
гост,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гост.wav
гостин,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гостин.wav
готен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Готен.wav
грабеж,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-грабеж.wav
град,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-град.wav
градешка планина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Градешка Планина.wav
градина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-градина.wav
градинар,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-градинар.wav
градиштанска планина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Градиштанска Планина.wav
грам,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-грам.wav
граматика,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-граматика.wav
граматички категории на именките во македонскиот јазик,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Граматички категории на именките во македонскиот јазик.wav
граница,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-граница.wav
гранка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гранка.wav
грашок,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-грашок.wav
грб,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-грб.wav
грев,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-грев.wav
грива,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-грива.wav
грклан,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-грклан.wav
грлица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-грлица.wav
грло,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-грло.wav
грмушка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-грмушка.wav
грнчар,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-грнчар.wav
гроб,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гроб.wav
гробишта,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гробишта.wav
грозjе,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-грозjе.wav
гром,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гром.wav
грчки,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-грчки.wav
гулаб,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-гулаб.wav
гуска,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гуска.wav
густ,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-густ.wav
гуштер,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-гуштер.wav
д,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-д.wav
да,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-да.wav
даб,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-даб.wav
дабар,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дабар.wav
дава,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дава.wav
далечен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-далечен.wav
данок,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-данок.wav
дански,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дански.wav
дарначко,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Дарначко.wav
датум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-датум.wav
даутица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Даутица.wav
два,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-два.wav
дваесет,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дваесет.wav
дванаесет,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дванаесет.wav
дебрца,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Дебрца.wav
деведесет,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-деведесет.wav
девер,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-девер.wav
девет,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-девет.wav
деветнаесет,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-деветнаесет.wav
девојка,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-девојка.wav
дедо,Zquad974,LL-Q9296 (mkd)-Zquad974-дедо.wav
декември,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-декември.wav
дел,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дел.wav
делфин,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-делфин.wav
делчевска котлина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Делчевска Котлина.wav
демократија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-демократија.wav
ден,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ден.wav
ден на македонскиот јазик,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Ден на македонскиот јазик.wav
денес,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-денес.wav
десен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-десен.wav
десерт,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-десерт.wav
десет,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-десет.wav
дете,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дете.wav
детел,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-детел.wav
детелина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-детелина.wav
детство,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-детство.wav
дефлација,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дефлација.wav
деца,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-деца.wav
дешат,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Дешат.wav
дигитален речник на македонскиот јазик,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Дигитален речник на македонскиот јазик.wav
дим,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дим.wav
динамит,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-динамит.wav
диносаурус,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-диносаурус.wav
дипломатија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дипломатија.wav
диспрозиум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-диспрозиум.wav
дијалект,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дијалект.wav
дијалог,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дијалог.wav
дијамант,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дијамант.wav
диња,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-диња.wav
длабок,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-длабок.wav
дланка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дланка.wav
до,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-до.wav
добра вода,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Добра Вода.wav
дожд,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дожд.wav
документ,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-документ.wav
долина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-долина.wav
долна река,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Долна Река.wav
дом,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дом.wav
домат,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-домат.wav
дојранско езеро,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Дојранско Езеро.wav
дрвен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дрвен.wav
дрво,Zquad974,LL-Q9296 (mkd)-Zquad974-дрво.wav
древеник,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Древеник.wav
дрен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Дрен.wav
држава,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-држава.wav
државјанин,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-државјанин.wav
дримкол,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Дримкол.wav
дрозд,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дрозд.wav
друг,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-друг.wav
дубниум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дубниум.wav
дува,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дува.wav
дукат,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Дукат.wav
дурачка река (област),Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Дурачка Река (област).wav
душа,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-душа.wav
душек,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-душек.wav
душман,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-душман.wav
дуња,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-дуња.wav
е,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-е.wav
еволуција,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-еволуција.wav
евро,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-евро.wav
европиум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-европиум.wav
евтин,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-евтин.wav
еден,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-еден.wav
единаесет,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-единаесет.wav
еднорог,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-еднорог.wav
еж,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-еж.wav
езеро,Zquad974,LL-Q9296 (mkd)-Zquad974-езеро.wav
екватор,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-екватор.wav
екологија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-екологија.wav
екосистем,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-екосистем.wav
екран,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-екран.wav
експеримент,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-експеримент.wav
електроника,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-електроника.wav
електронска пошта,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-електронска пошта.wav
елемент,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-елемент.wav
елен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-елен.wav
емоција,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-емоција.wav
ентомологија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ентомологија.wav
