word,sentence,audio_path,source,license,status
диплома,чарлс е првиот член на британското кралско семејство кој добил диплома,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10123852642494166514.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
дијагноза,внатрешното труење може да не може веднаш да се види симптомите како што е повраќање се прилично општи па не може веднаш да се постави дијагноза,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10076341673973189911.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
днк,херши и чејс користеле фаги или вируси за вградување на нивната сопствена днк во бактерија,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10168521013030027655.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
дно,по мапирањето на морското дно потонатиот брод бил најден со помош на далечински управувана подморница,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10199040926014061044.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
до,кога патувате очекувајте нештата да не бидат како дома манирите законите храната сообраќајот сместувањето стандардите јазикот и слично до некој степен ќе се разликуваат од местото каде живеете,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10131002331626310114.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
доба,така е кралот тутанкамон познат и како кралот тут или кралот момче е еден од најпознатите антички египетски кралеви во модерното доба,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10223565863101899842.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
добил,чарлс е првиот член на британското кралско семејство кој добил диплома,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10123852642494166514.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
доволно,"капсулата ќе се движи со околу 12,8 km или 8 милји во секунда што е доволно брзо за да се стигне од сан франциско до лос анџелес за само една минута",/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10271544060901211918.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
додатен,не е организиран додатен превоз а подземните возови нема да запираат кај вембли и местата за паркирање и паркинзите за прекачување во јавен превоз не се достапни кај стадионот,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10151850202817638775.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
дожд,натпреварите започнаа во 10:00 часот во одлични временски услови а освен ситниот дожд на средината од утрото брзо се разведри па денот беше совршен за рагби 7,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10137687205240250466.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
дозволи,има ограничен број на дозволи коишто се резервирани за барања за влегување достапни врз основа прв дојден прв послужен,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10094277887611576303.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
долго,во англија долго време владеел мир по повторното освојување на данелаг,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/1013200396048361645.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
долгорочна,можеби повеќето луѓе ќе сфатат дека нивна најдобра долгорочна опција е да работат заедно со другите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10104733770466673094.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
дома,кога патувате очекувајте нештата да не бидат како дома манирите законите храната сообраќајот сместувањето стандардите јазикот и слично до некој степен ќе се разликуваат од местото каде живеете,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10131002331626310114.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
дополнително,дополнително барање во постапката за издавање виза е регистрацијата во одредени земји мора да го регистрирате вашето присуство и адресата каде што престојувате кај локалните власти,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10214200558501838218.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
досега,досега аол можеше да го движи и развива им-пазарот со свое темпо како резултат на неговата широка употреба во соединетите американски држави,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10056485569275356852.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
достапни,има ограничен број на дозволи коишто се резервирани за барања за влегување достапни врз основа прв дојден прв послужен,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10094277887611576303.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
дојден,има ограничен број на дозволи коишто се резервирани за барања за влегување достапни врз основа прв дојден прв послужен,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10094277887611576303.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
драконски,некои земји имаат мошне драконски казни дури и за оние кои првпат прават престап тука може да спаѓаат и затворски казни од над 10 години или смртна казна,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10064679055382452909.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
дрвја,торнадата корнат дрвја туркаат блокови од згради и креваат автмобили во воздух најстрашните два проценти од торнадата траат повеќе од три часа,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/1019339275886201248.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
древниот,древниот град во јудејските ридови има фасцинантна историја од илјадници години,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/1024249578263387272.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
државата,овие босови беа зауздани од провенцано кога ѝ стави крај на војната поттикната од риина против државата која ги одзеде животите на крстоносците  на мафијата џовани фалконе и паоло борселино во 1992 година.,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/100335690878847577.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
држави,досега аол можеше да го движи и развива им-пазарот со свое темпо како резултат на неговата широка употреба во соединетите американски држави,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10056485569275356852.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
друг,друг познат грк е математичарот питагора најпознат по неговата славна теорема за односот на страните кај рамностран триаголник,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10287951160575319471.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
другите,асинхроната комуникација потпомага да се одвои време за размислување и реакција на другите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10048548429769072004.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
дузини,пбс-серијата има повеќе од две дузини еми награди и е пократко се емитува само од улицата сезам и соседството на господин роџер,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10108587738237734175.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
дури,некои земји имаат мошне драконски казни дури и за оние кои првпат прават престап тука може да спаѓаат и затворски казни од над 10 години или смртна казна,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10064679055382452909.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
е,фрлањето бумеранг е популарна вештина со којашто сакаат да се стекнат многу туристи,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10027419106927420586.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
европа,"површината на турција вклучително и езера зафаќа 783,562 километри квадратни  300,948 sq mi од кои 755,688 километри квадратни  291,773 sq mi се во југозападна азија а 23,764 километри квадратни 9,174 sq mi во европа",/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10103324218987893278.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
египетски,така е кралот тутанкамон познат и како кралот тут или кралот момче е еден од најпознатите антички египетски кралеви во модерното доба,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10223565863101899842.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
еден,така е кралот тутанкамон познат и како кралот тут или кралот момче е еден од најпознатите антички египетски кралеви во модерното доба,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10223565863101899842.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
една,за една година едно заразено лице може да зарази 10 до 15 од своите блиски контакти,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10213323411600483064.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
едно,за една година едно заразено лице може да зарази 10 до 15 од своите блиски контакти,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10213323411600483064.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
езера,"површината на турција вклучително и езера зафаќа 783,562 километри квадратни  300,948 sq mi од кои 755,688 километри квадратни  291,773 sq mi се во југозападна азија а 23,764 километри квадратни 9,174 sq mi во европа",/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10103324218987893278.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
економски,г костело рече дека кога нуклеарните реактори ќе бидат економски одржливи австралија ќе почне да ги употребува,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10087150621273010660.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
експлозијата,човекот осомничен за детонирање на бомбата бил приведен по претрпување повреди од експлозијата,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10234474842836423156.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
елсвортовата,елсвортовата земја е регион јужно од полуостровот која граничи со белингсхаузеновото море,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/1003125635861060415.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
еми,пбс-серијата има повеќе од две дузини еми награди и е пократко се емитува само од улицата сезам и соседството на господин роџер,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10108587738237734175.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
емитува,пбс-серијата има повеќе од две дузини еми награди и е пократко се емитува само од улицата сезам и соседството на господин роџер,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10108587738237734175.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
жалење,во својот одговор министерството го нарече одложувањето на извештајот на apple како навистина за жалење,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10200395905752521111.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
жените,жените готвеле во дворот продавниците биле само тезги на отворено свртени кон улицата каменот се користел за изградба на куќи,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10305993034972183134.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
живеете,ако живеете во град со поинаква култура на пиење посетете ги баровите или пабовите во деловите во коишто не се движите често,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10069884987727337192.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
животите,овие босови беа зауздани од провенцано кога ѝ стави крај на војната поттикната од риина против државата која ги одзеде животите на крстоносците  на мафијата џовани фалконе и паоло борселино во 1992 година.,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/100335690878847577.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
животни,оцелотите сакаат да јадат мали животни ако можат фаќаат мајмуни змии глодари и птици речиси сите животни што ги лови оцелотот се значително помали од него,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10081916333198708929.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
жртвата,за проверка на жртвата мора прво да го испитате местото на настанот за да се уверите дека сте безбедни,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10190096799150502954.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
за,хсие исто така тврдеше дека фотогеничниот ма бил повеќе за стил отколку за суштина,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10012693046237682727.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
заедно,можеби повеќето луѓе ќе сфатат дека нивна најдобра долгорочна опција е да работат заедно со другите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10104733770466673094.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
законите,кога патувате очекувајте нештата да не бидат како дома манирите законите храната сообраќајот сместувањето стандардите јазикот и слично до некој степен ќе се разликуваат од местото каде живеете,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10131002331626310114.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
заостанува,на третото место хамлин заостанува со дваесет поени но пет пред боујер кејн и трукс џуниор се петто и шесто соодветно со 2220 и 2207 поени,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10327611841917520872.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
западно,невремето лоцирано на 645 милји 1040 км западно од островите на зелениот 'рт веројатно ќе се растера пред да претставува опасност на која било копнена област велат метереолозите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10109222702755139513.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
запираат,не е организиран додатен превоз а подземните возови нема да запираат кај вембли и местата за паркирање и паркинзите за прекачување во јавен превоз не се достапни кај стадионот,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10151850202817638775.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
започнаа,натпреварите започнаа во 10:00 часот во одлични временски услови а освен ситниот дожд на средината од утрото брзо се разведри па денот беше совршен за рагби 7,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10137687205240250466.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
заразено,за една година едно заразено лице може да зарази 10 до 15 од своите блиски контакти,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10213323411600483064.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
зарази,за една година едно заразено лице може да зарази 10 до 15 од своите блиски контакти,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10213323411600483064.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
засилувања,колонистите исто така побарале засилувања откако ја виделе оваа активност,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10153483223478080716.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
затворски,некои земји имаат мошне драконски казни дури и за оние кои првпат прават престап тука може да спаѓаат и затворски казни од над 10 години или смртна казна,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10064679055382452909.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
зауздани,овие босови беа зауздани од провенцано кога ѝ стави крај на војната поттикната од риина против државата која ги одзеде животите на крстоносците  на мафијата џовани фалконе и паоло борселино во 1992 година.,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/100335690878847577.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
зафаќа,"површината на турција вклучително и езера зафаќа 783,562 километри квадратни  300,948 sq mi од кои 755,688 километри квадратни  291,773 sq mi се во југозападна азија а 23,764 километри квадратни 9,174 sq mi во европа",/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10103324218987893278.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
згради,торнадата корнат дрвја туркаат блокови од згради и креваат автмобили во воздух најстрашните два проценти од торнадата траат повеќе од три часа,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/1019339275886201248.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
зелениот,невремето лоцирано на 645 милји 1040 км западно од островите на зелениот 'рт веројатно ќе се растера пред да претставува опасност на која било копнена област велат метереолозите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10109222702755139513.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
земете,постојат многу нешта кои треба да ги земете во предвид пред и кога патувате некаде,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10158907669021609272.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
земја,елсвортовата земја е регион јужно од полуостровот која граничи со белингсхаузеновото море,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/1003125635861060415.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
земји,некои земји имаат мошне драконски казни дури и за оние кои првпат прават престап тука може да спаѓаат и затворски казни од над 10 години или смртна казна,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10064679055382452909.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
змии,оцелотите сакаат да јадат мали животни ако можат фаќаат мајмуни змии глодари и птици речиси сите животни што ги лови оцелотот се значително помали од него,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10081916333198708929.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
знаци,на децата со хиперкинетичко нарушување им е тешко да се концентрираат на нешта како училишна работа но можат да се концентрираат на нештата во коишто уживаат како што се играње игри гледање на омилените цртани филмови или пишување реченици без интерпункциски знаци,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10041339867544878266.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
значително,оцелотите сакаат да јадат мали животни ако можат фаќаат мајмуни змии глодари и птици речиси сите животни што ги лови оцелотот се значително помали од него,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10081916333198708929.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
и,овие босови беа зауздани од провенцано кога ѝ стави крај на војната поттикната од риина против државата која ги одзеде животите на крстоносците  на мафијата џовани фалконе и паоло борселино во 1992 година.,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/100335690878847577.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
играње,на децата со хиперкинетичко нарушување им е тешко да се концентрираат на нешта како училишна работа но можат да се концентрираат на нештата во коишто уживаат како што се играње игри гледање на омилените цртани филмови или пишување реченици без интерпункциски знаци,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10041339867544878266.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
игри,на децата со хиперкинетичко нарушување им е тешко да се концентрираат на нешта како училишна работа но можат да се концентрираат на нештата во коишто уживаат како што се играње игри гледање на омилените цртани филмови или пишување реченици без интерпункциски знаци,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10041339867544878266.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
извештајот,во својот одговор министерството го нарече одложувањето на извештајот на apple како навистина за жалење,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10200395905752521111.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
изградба,жените готвеле во дворот продавниците биле само тезги на отворено свртени кон улицата каменот се користел за изградба на куќи,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10305993034972183134.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
издавање,дополнително барање во постапката за издавање виза е регистрацијата во одредени земји мора да го регистрирате вашето присуство и адресата каде што престојувате кај локалните власти,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10214200558501838218.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
изнесува,главниот тек на реката амазон изнесува 6387 км 3980 милји. вода собира од илјадници помали реки,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10011926538676301602.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
или,на децата со хиперкинетичко нарушување им е тешко да се концентрираат на нешта како училишна работа но можат да се концентрираат на нештата во коишто уживаат како што се играње игри гледање на омилените цртани филмови или пишување реченици без интерпункциски знаци,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10041339867544878266.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
илјадници,главниот тек на реката амазон изнесува 6387 км 3980 милји. вода собира од илјадници помали реки,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10011926538676301602.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
им,на децата со хиперкинетичко нарушување им е тешко да се концентрираат на нешта како училишна работа но можат да се концентрираат на нештата во коишто уживаат како што се играње игри гледање на омилените цртани филмови или пишување реченици без интерпункциски знаци,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10041339867544878266.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
им-пазарот,досега аол можеше да го движи и развива им-пазарот со свое темпо како резултат на неговата широка употреба во соединетите американски држави,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10056485569275356852.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
има,има ограничен број на дозволи коишто се резервирани за барања за влегување достапни врз основа прв дојден прв послужен,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10094277887611576303.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
имаат,некои земји имаат мошне драконски казни дури и за оние кои првпат прават престап тука може да спаѓаат и затворски казни од над 10 години или смртна казна,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10064679055382452909.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
инвазиска,"""но кралската морнарица и понатаму била посилна од германската морнарица kriegsmarine"" и ќе можела да ја уништи која било инвазиска флота испратена по англискиот канал.",/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10065444896906387793.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
интерпункциски,на децата со хиперкинетичко нарушување им е тешко да се концентрираат на нешта како училишна работа но можат да се концентрираат на нештата во коишто уживаат како што се играње игри гледање на омилените цртани филмови или пишување реченици без интерпункциски знаци,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10041339867544878266.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
иок,сепак целиот иок мора да ги ратификува гласовите на состанокот во копенхаген во октомври,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10191154942890731144.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
искажува,денешното соопштение исто така ја искажува и обврската на владата што ја презеде во март годинава за финансирање на повеќе колички,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10082000026820544428.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
испитате,за проверка на жртвата мора прво да го испитате местото на настанот за да се уверите дека сте безбедни,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10190096799150502954.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
испратена,"""но кралската морнарица и понатаму била посилна од германската морнарица kriegsmarine"" и ќе можела да ја уништи која било инвазиска флота испратена по англискиот канал.",/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10065444896906387793.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
исто,хсие исто така тврдеше дека фотогеничниот ма бил повеќе за стил отколку за суштина,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10012693046237682727.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
